"DateObserved","CommonName","TotalObserved","MortBin","patch_name","Long","Lat","Source"
2022-09-11,"Northern Gannet",2,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-11,"Northern Gannet",90,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-12,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-12,"Northern Gannet",84,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-13,"Northern Gannet",68,"50–100","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-14,"Northern Gannet",1,"1–10","Patch3",-52.8,48.1,"Survey_Corrected"
2022-09-14,"Northern Gannet",43,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-15,"Northern Gannet",23,"10–50","Patch4",-53.9,47.6,"Survey_Corrected"
2022-09-17,"Northern Gannet",1,"1–10","Patch3",-52.6894524,47.5347463,"Observed"
2022-09-17,"Common Murre",2,"1–10","Patch5",-57.0643,51.43426,"Observed"
2022-09-17,"Common Murre",1,"1–10","Patch5",-57.060831,51.428353,"Observed"
2022-09-18,"Northern Gannet",1,"1–10","Patch6",-57.2875,50.64896,"Observed"
2022-09-19,"Northern Gannet",1,"1–10","Patch2",-52.8030057,47.2897547,"Observed"
